@relation mushroom-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N10-F1

@attribute Edibility {p,e}
@attribute CapShape {x,b,s,f,k,c}
@attribute CapSurface {s,y,f,g}
@attribute CapColor {n,y,w,g,e,p,b,u,c,r}
@attribute Bruises {t,f}
@attribute Odor {p,a,l,n,f,c,y,s,m}
@attribute GillAttachment {f,a}
@attribute GillSpacing {c,w}
@attribute GillSize {n,b}
@attribute GillColor {k,n,g,p,w,h,u,e,b,r,y,o}
@attribute StalkShape {e,t}
@attribute StalkSurfaceAboveRing {s,f,k,y}
@attribute StalkSurfaceBelowRing {s,f,y,k}
@attribute StalkColorAboveRing {w,g,p,n,b,e,o,c,y}
@attribute StalkColorBelowRing {w,p,g,b,n,e,y,o,c}
@attribute VeilType {p}
@attribute VeilColor {w,n,o,y}
@attribute RingNumber {o,t,n}
@attribute RingType {p,e,l,f,n}
@attribute SporePrintColor {k,n,u,h,w,r,o,y,b}
@attribute Population {s,n,a,v,y,c}
@attribute Habitat {u,g,m,d,p,w,l}

@data
p,k,y,e,f,f,f,c,n,b,t,?,?,p,w,p,w,o,e,w,v,d
p,k,y,e,f,y,f,c,n,?,t,k,k,w,p,p,w,o,e,w,v,d
e,x,f,e,t,n,f,c,b,n,?,s,s,g,w,p,w,o,p,n,y,d
e,x,f,e,t,n,f,c,b,n,t,s,s,p,p,p,w,?,p,n,v,d
p,k,s,e,f,y,f,c,n,b,t,s,k,p,w,p,?,o,e,w,v,?
p,k,s,n,f,s,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d
e,f,f,n,?,n,f,c,b,u,t,s,s,p,p,p,w,o,?,k,y,d
e,k,?,c,f,n,?,w,?,w,e,s,s,w,?,p,w,o,e,w,?,l
e,f,y,c,f,n,f,w,n,w,e,f,f,w,n,p,w,o,e,w,v,l
p,?,y,e,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,?
e,x,y,n,?,n,?,w,n,w,e,f,s,w,n,p,w,o,e,w,v,l
p,x,?,n,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,l
e,x,s,n,f,n,a,c,b,o,e,?,s,o,o,p,n,o,p,n,v,l
p,x,y,e,f,f,f,c,n,b,t,k,k,w,?,p,w,o,e,w,?,l
p,x,?,e,f,s,f,c,n,b,t,s,s,?,w,p,w,o,e,?,v,l
p,x,y,e,f,s,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,l
p,f,y,e,f,?,?,c,n,b,t,s,?,p,w,p,w,o,e,w,v,l
p,f,y,e,f,s,f,c,n,b,t,k,s,?,w,p,w,o,e,w,v,l
p,x,y,e,f,s,f,c,n,b,?,k,k,p,p,p,w,o,e,w,v,l
p,x,y,e,f,?,f,c,n,b,t,?,s,p,w,p,w,o,e,w,v,l
p,f,s,e,f,y,f,?,n,b,t,k,s,p,w,p,w,o,e,?,v,l
p,?,s,n,f,f,f,c,n,b,t,?,s,p,w,p,w,o,e,w,v,?
p,f,?,n,f,f,f,?,n,b,t,s,k,w,w,p,?,o,e,w,v,l
p,x,s,e,f,s,f,c,?,b,t,k,s,p,w,?,w,o,e,w,v,l
p,f,?,e,f,?,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l
p,f,?,n,f,f,f,?,n,b,t,s,k,?,p,p,w,o,e,?,v,l
p,x,s,e,f,f,f,c,n,b,t,k,k,?,w,p,w,?,e,w,v,l
p,f,s,e,f,y,f,c,n,b,t,s,k,w,w,p,?,o,e,w,?,l
p,x,s,e,?,s,f,c,n,?,t,s,k,w,w,p,w,o,?,w,v,l
p,x,s,e,f,f,f,c,n,b,t,?,s,p,w,p,w,o,e,w,v,l
p,x,y,e,f,y,f,?,n,b,t,s,s,w,?,p,w,?,e,w,v,l
p,f,y,e,f,?,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l
p,k,y,n,f,f,f,c,n,?,t,s,s,p,p,p,?,o,e,w,v,l
p,x,?,e,f,?,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,l
e,b,s,n,f,n,a,c,b,o,e,s,s,o,o,p,n,o,p,y,v,l
p,x,s,n,f,?,f,?,n,b,t,s,s,w,w,p,w,o,e,w,v,l
p,f,s,e,f,y,?,c,n,b,t,k,k,w,w,p,?,o,e,w,v,l
p,x,s,e,f,y,f,c,?,?,t,k,s,w,w,p,w,o,e,w,v,l
p,f,y,e,f,f,f,c,n,b,t,k,?,p,w,p,w,o,e,w,v,l
p,x,y,e,f,s,f,c,n,b,?,k,k,w,w,p,w,o,e,w,v,l
p,k,s,e,f,f,f,c,?,b,t,?,k,w,p,p,w,o,e,w,v,l
p,?,s,e,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l
p,x,s,e,f,y,f,c,?,b,?,?,k,?,w,p,w,o,e,w,v,?
p,?,s,n,f,?,f,c,n,b,t,?,k,p,w,p,w,?,e,w,v,l
p,f,s,n,f,s,?,c,n,?,t,s,s,w,p,p,w,o,e,w,v,l
p,k,y,n,f,f,f,c,n,b,t,s,k,?,p,p,w,o,e,w,v,l
p,k,s,n,f,y,f,c,n,b,t,s,s,?,w,p,w,o,e,w,v,l
p,k,s,e,f,f,f,c,n,b,t,k,?,p,w,p,w,o,e,w,v,l
p,?,y,n,f,f,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,l
p,f,y,n,f,f,f,c,n,b,t,s,k,p,w,p,?,?,e,w,?,l
p,k,y,n,f,y,f,c,n,b,t,s,k,?,p,?,w,o,?,?,v,l
e,b,s,?,f,n,a,c,b,o,?,s,s,o,o,p,o,o,p,b,v,l
p,x,s,n,f,s,f,c,n,?,t,s,s,w,p,p,w,o,e,w,v,l
e,x,?,n,f,?,a,c,b,o,?,s,s,o,o,p,o,?,p,y,c,l
p,?,s,e,f,f,f,c,n,b,t,s,s,w,p,p,w,o,e,w,?,l
p,k,s,n,?,y,f,?,n,b,t,s,k,p,p,p,w,o,e,w,v,l
p,k,s,?,f,y,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,l
e,k,s,n,?,n,a,c,b,o,e,s,s,o,o,p,n,?,p,b,c,l
p,k,y,?,f,y,f,c,n,b,t,s,s,w,p,?,w,o,?,w,v,l
p,x,y,e,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,l
p,f,y,y,f,n,f,w,n,w,e,y,y,y,y,p,y,o,e,w,c,l
p,k,s,?,f,s,f,c,n,b,t,?,k,w,p,p,w,o,e,w,?,l
p,?,s,n,f,s,f,c,n,b,t,?,s,p,p,p,w,o,e,w,v,l
e,?,s,n,f,n,a,c,b,n,e,s,s,o,?,p,o,o,p,o,v,l
p,k,y,e,f,s,f,c,n,b,t,k,s,p,p,p,w,?,e,w,v,l
e,f,s,n,f,n,a,c,b,o,?,s,s,?,o,p,n,?,p,o,c,?
e,x,s,n,f,n,a,c,b,n,e,s,s,o,o,p,n,o,p,n,c,l
e,f,?,n,f,n,a,c,?,y,e,s,s,o,o,p,o,?,p,b,c,l
p,k,s,e,f,f,?,c,n,b,t,k,s,w,w,p,w,o,e,w,v,?
p,k,s,n,f,y,f,c,?,?,t,s,k,p,w,p,w,o,e,w,v,l
e,?,s,n,?,n,a,c,b,n,e,s,s,o,o,p,n,o,p,b,c,l
e,k,s,n,f,n,a,c,b,?,e,s,s,o,o,p,n,o,p,o,v,l
p,k,s,n,f,s,?,c,n,b,t,s,k,p,w,p,?,o,e,w,v,?
p,k,y,y,f,n,f,w,n,w,e,y,y,y,y,p,y,o,e,w,c,l
p,x,y,?,f,s,f,c,n,b,t,k,s,p,p,p,w,?,e,?,v,l
p,k,y,?,f,y,f,c,n,b,t,k,s,p,p,p,?,o,?,w,v,l
e,k,y,n,f,n,f,w,n,w,e,s,s,w,n,p,w,o,e,?,v,l
e,f,s,n,f,n,a,c,b,n,e,s,s,o,o,p,o,o,p,b,v,l
e,x,s,n,?,?,a,c,b,o,e,s,s,o,o,p,o,o,p,b,v,l
e,?,y,c,f,n,f,w,n,w,e,s,s,w,n,p,w,o,e,w,v,l
p,k,y,e,f,f,?,c,n,b,t,s,s,p,w,p,w,o,e,w,v,?
e,k,s,n,f,n,a,c,b,y,?,s,s,o,o,p,o,o,p,y,v,l
e,k,y,n,f,n,f,?,n,w,e,s,f,w,n,p,w,o,e,w,v,l
p,?,s,n,f,?,f,c,n,b,?,k,k,p,p,p,w,?,e,w,v,l
e,b,?,?,f,n,a,c,?,o,e,s,s,o,o,p,n,o,p,n,?,l
p,k,s,n,f,f,f,c,?,b,t,s,s,p,w,p,?,o,e,w,v,l
e,f,s,n,f,n,a,c,b,y,e,s,s,o,o,p,?,o,p,o,v,l
e,k,s,n,f,n,a,c,b,n,e,s,s,o,o,p,n,?,p,n,c,?
e,?,s,n,f,n,a,c,b,n,e,s,?,o,?,p,o,o,p,n,v,l
e,x,s,n,f,n,a,c,b,o,e,s,s,?,?,p,o,o,p,n,?,l
p,x,y,g,f,f,f,c,b,?,e,k,k,n,p,p,?,o,l,h,v,p
p,?,?,n,f,f,f,c,n,b,t,s,?,w,?,?,w,o,e,w,v,p
p,f,f,g,f,f,f,c,b,p,e,k,k,n,p,p,?,o,l,h,y,p
p,x,y,e,f,s,f,?,n,b,t,k,s,?,p,p,w,?,e,w,v,p
p,?,y,g,f,f,f,c,?,p,e,k,k,b,p,p,?,o,l,?,v,p
p,f,y,g,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,p
e,x,y,y,t,?,f,c,b,p,e,s,y,w,w,p,w,o,?,n,y,p
p,k,y,n,f,y,?,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p
p,x,y,y,?,f,f,c,b,p,?,k,k,p,n,p,w,o,l,h,v,p
p,x,?,g,f,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,?,p
p,f,y,n,?,?,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,p
p,x,y,n,f,f,f,c,?,b,t,k,s,?,p,p,?,o,e,w,v,p
p,k,s,n,f,s,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,p
p,?,y,e,f,s,f,c,n,b,t,k,s,p,p,p,w,o,e,w,?,p
p,f,?,n,?,s,f,c,n,b,t,?,k,w,p,p,w,o,?,w,v,p
p,x,y,g,f,f,f,c,b,p,?,k,k,?,p,p,w,o,l,h,y,p
p,f,?,n,f,f,f,c,?,b,t,k,s,w,p,p,w,o,e,w,v,p
p,x,y,?,f,f,f,c,b,h,e,k,k,p,b,p,?,o,l,h,v,p
p,f,s,n,?,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,?
p,?,f,g,f,f,f,c,b,g,e,k,k,b,p,p,w,?,?,?,v,p
p,f,y,g,f,f,f,?,b,g,e,k,k,n,b,?,w,o,l,h,y,p
p,f,f,y,?,f,f,c,b,p,e,k,?,n,n,p,w,o,l,h,v,p
p,f,f,g,f,f,f,c,b,?,?,k,k,b,b,p,w,o,l,h,y,p
p,x,y,y,?,f,?,c,b,p,e,k,k,?,b,p,w,o,l,h,y,p
p,f,y,n,f,s,f,?,n,b,?,k,k,p,w,p,w,o,e,w,v,p
p,f,s,n,f,?,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,p
e,?,y,n,t,?,f,c,b,p,e,s,y,w,w,p,w,o,p,n,s,?
p,?,?,y,f,f,f,c,b,h,e,k,k,b,b,p,w,?,l,h,v,p
p,f,y,e,f,y,f,c,n,b,t,k,k,p,?,p,w,o,e,w,v,?
p,x,f,y,f,f,?,?,b,g,e,k,k,n,?,p,w,o,l,h,v,p
p,f,y,e,f,?,f,?,n,b,?,s,k,p,p,p,w,o,e,w,v,p
p,f,s,n,f,s,f,c,n,b,t,k,?,w,w,p,w,o,e,?,?,p
p,k,s,n,f,s,f,?,n,b,t,s,s,w,?,p,w,o,e,w,v,p
p,x,f,g,f,f,f,c,b,g,e,k,k,?,b,p,w,o,l,h,y,p
p,f,s,n,f,f,f,c,n,b,t,s,k,p,p,?,w,o,e,?,v,p
p,f,s,n,f,f,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,p
e,?,s,n,f,n,f,c,b,w,e,y,y,n,?,p,w,t,p,w,y,p
p,k,?,e,f,s,f,c,n,?,?,k,s,w,?,p,w,o,e,w,v,?
p,x,s,n,f,y,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,p
p,x,y,g,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,?,y,p
p,f,f,g,f,f,f,c,b,p,?,k,k,n,n,p,w,o,?,h,v,p
e,x,y,y,t,l,?,?,b,n,e,s,y,w,w,p,w,o,p,k,s,p
p,x,f,g,f,f,f,c,b,p,e,?,k,?,?,p,w,o,l,h,y,?
p,k,y,?,f,y,f,c,n,b,t,s,s,w,?,p,w,o,e,w,v,p
p,x,s,n,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,p
p,k,s,?,f,s,f,c,n,b,t,k,?,w,p,p,?,o,e,w,v,p
p,f,y,e,f,y,f,c,n,?,t,k,k,w,p,p,w,o,e,w,v,?
p,x,y,y,f,f,f,c,?,p,e,k,k,p,p,p,w,o,l,h,v,p
p,f,?,?,f,f,f,c,n,b,t,k,?,p,p,p,w,o,e,w,v,p
e,f,y,c,t,n,?,c,b,?,?,s,s,w,w,p,w,t,?,w,y,p
p,f,?,e,f,s,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,p
p,k,s,?,?,f,f,?,n,b,t,k,s,?,p,p,w,o,e,w,v,?
p,k,y,?,?,?,f,c,n,b,t,k,k,p,p,p,w,o,e,?,v,p
e,f,y,y,t,?,f,c,b,p,e,s,y,w,w,p,w,o,p,k,s,p
p,x,s,n,f,s,f,?,n,b,?,k,?,p,w,?,w,?,e,w,v,p
e,f,y,n,t,l,f,c,b,p,e,?,y,w,w,p,w,o,p,n,y,p
p,f,f,g,f,f,f,?,b,p,e,k,k,p,n,p,w,o,l,h,v,p
p,x,f,g,f,f,f,?,b,g,e,k,k,b,b,?,?,o,l,h,v,p
p,x,y,n,f,f,?,c,n,b,t,s,k,p,p,p,w,o,?,w,v,p
p,f,y,y,f,f,f,c,b,g,?,k,?,n,n,p,w,o,l,h,y,p
p,f,y,e,f,s,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p
p,f,y,y,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,y,p
p,?,s,n,f,y,f,c,n,b,t,?,?,w,p,p,w,o,e,w,v,p
p,x,f,?,f,f,f,c,b,g,?,k,?,n,n,p,w,o,?,h,y,p
p,k,y,n,f,y,f,c,n,?,t,s,s,p,p,p,w,o,e,w,v,p
p,f,y,e,f,f,?,?,n,b,?,k,k,p,w,p,w,o,e,w,v,p
p,k,s,n,f,f,f,c,n,b,t,k,s,w,?,p,w,o,e,?,v,?
p,k,s,e,f,f,f,c,n,b,t,k,k,p,p,p,w,?,e,w,v,p
p,?,y,e,f,y,f,c,n,b,t,k,k,?,w,?,w,o,e,w,?,p
p,f,f,y,f,f,f,c,b,g,e,k,k,n,?,p,w,o,l,?,v,p
p,x,?,e,f,y,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,p
p,x,y,g,f,f,f,c,b,h,e,k,k,n,?,?,w,o,l,h,y,p
p,?,y,y,f,f,f,c,b,h,?,k,k,p,p,p,w,o,l,h,y,p
p,x,f,y,f,f,f,c,?,g,e,k,k,p,?,p,w,o,?,h,y,p
p,k,y,n,f,f,f,c,n,b,t,s,s,p,p,?,w,o,e,w,v,?
p,?,s,n,f,y,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,p
p,x,f,?,f,?,f,c,b,?,e,k,k,n,b,p,w,o,l,h,y,p
p,x,f,y,f,f,f,c,b,g,e,k,k,p,p,p,?,o,l,h,y,p
p,x,y,?,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,?,v,p
p,x,y,n,f,y,?,c,n,b,t,k,s,w,?,p,w,o,e,w,v,p
p,f,f,g,f,f,f,c,b,p,e,k,k,b,n,p,?,o,l,h,y,p
p,x,?,n,f,y,f,c,?,b,t,s,s,?,?,p,w,o,e,w,v,p
p,k,y,n,f,y,f,c,n,b,t,k,s,p,?,p,w,o,e,w,v,p
p,k,?,n,f,f,f,?,n,?,t,s,s,w,p,?,w,o,e,w,v,p
p,f,?,g,f,f,f,c,b,p,e,?,k,p,n,p,w,o,l,h,v,?
e,x,s,p,t,n,f,c,b,w,e,s,s,w,w,p,w,t,p,?,v,p
p,?,s,n,f,s,f,c,n,?,t,k,s,p,w,p,w,o,e,w,v,p
p,k,y,n,f,s,f,?,n,b,t,k,k,?,p,p,?,?,e,w,v,p
p,x,f,g,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,v,p
p,k,y,e,f,s,f,c,?,b,t,s,k,w,p,p,w,o,e,w,v,p
p,x,f,y,f,f,f,c,b,g,e,k,k,n,n,p,?,o,l,h,v,p
p,k,y,n,f,s,?,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p
p,x,?,?,f,?,f,?,b,?,e,k,k,n,b,p,w,o,l,h,v,?
p,f,s,n,f,?,f,c,n,?,t,k,k,w,p,p,w,?,e,w,v,?
p,x,y,n,f,y,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,p
p,f,f,y,f,f,f,c,b,?,e,k,k,p,b,p,w,o,l,h,y,p
p,f,f,y,f,?,f,c,b,h,e,?,k,?,p,p,w,o,l,h,?,p
p,?,f,y,f,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,v,p
p,k,s,n,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,?,v,p
e,f,y,n,t,l,?,c,b,n,e,s,y,w,w,?,w,o,p,?,y,p
e,f,y,?,t,n,f,c,b,w,e,s,s,w,w,p,w,t,p,w,?,p
p,k,s,e,f,s,?,?,n,b,t,s,k,p,w,p,w,o,e,w,v,p
p,f,s,n,f,s,f,c,n,?,t,k,s,w,w,p,w,o,e,w,v,p
p,x,s,e,f,s,f,c,n,b,t,k,k,p,w,?,w,o,e,w,v,p
p,f,y,?,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,v,p
p,?,s,e,f,y,f,c,n,b,t,?,k,w,w,p,w,o,e,w,v,p
p,?,y,e,f,y,f,c,n,b,t,?,k,w,w,p,w,o,e,w,v,p
p,x,f,g,f,?,f,c,b,h,e,k,k,b,b,p,w,o,l,h,v,p
p,x,?,n,?,?,f,c,n,b,?,k,k,w,w,p,w,o,?,?,v,p
p,f,?,?,f,f,f,c,?,g,e,k,k,n,?,p,w,o,l,?,y,p
p,k,s,e,f,f,f,c,n,?,t,k,k,w,w,p,w,o,?,?,v,p
p,x,y,g,f,f,f,c,?,p,e,k,k,p,p,p,w,o,l,h,?,p
p,f,y,y,f,?,?,c,b,p,?,k,k,n,n,p,w,o,l,?,?,p
p,x,y,?,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,p
p,x,f,g,f,f,?,c,b,p,e,k,k,b,n,p,w,o,l,h,v,p
p,f,y,b,t,n,?,c,b,w,e,s,s,w,w,p,w,t,p,r,v,m
e,b,s,w,t,l,f,c,b,w,e,s,s,w,w,p,w,o,?,n,s,m
e,b,s,w,t,l,f,c,b,n,e,s,s,w,w,p,w,o,p,k,n,m
e,b,s,y,t,?,?,c,b,k,e,s,s,w,w,p,w,o,?,?,n,m
p,f,y,w,t,?,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,m
e,b,y,w,t,l,f,c,b,k,e,s,s,w,w,p,w,o,p,k,n,?
e,?,s,w,t,a,f,c,b,n,e,s,s,w,w,p,w,o,p,n,n,m
e,b,s,y,t,l,f,?,b,g,e,s,s,w,w,p,w,o,p,n,s,m
e,x,y,?,t,l,f,c,b,n,e,s,s,w,?,p,w,o,?,k,n,?
e,b,y,y,t,a,f,c,b,n,e,?,s,w,w,p,?,o,p,n,?,m
e,b,s,w,t,a,f,?,b,n,e,s,s,?,w,p,w,o,p,n,s,m
e,?,s,y,t,a,?,c,b,w,e,s,s,w,w,p,w,o,p,n,n,m
e,b,y,y,t,?,?,c,b,w,e,s,s,w,w,p,w,o,p,k,?,m
e,x,s,y,t,l,f,c,b,w,e,?,s,w,w,p,w,o,p,k,s,m
e,b,?,w,t,l,f,c,b,g,e,s,s,w,w,p,w,o,p,n,n,m
e,x,s,w,?,a,f,c,?,w,e,?,?,w,w,p,w,o,p,?,s,m
e,x,y,y,t,l,f,c,b,w,e,s,s,w,w,p,w,o,p,k,?,m
e,?,s,?,t,a,?,c,b,k,e,s,s,w,w,p,w,o,?,n,n,m
e,b,s,y,t,a,f,c,b,w,e,s,s,w,w,p,w,o,p,k,n,?
e,b,s,w,t,a,f,c,b,w,e,s,s,w,?,p,w,o,p,n,s,m
e,x,y,y,t,l,?,c,b,g,e,s,s,w,w,p,w,o,p,n,n,m
e,x,y,w,t,l,f,c,b,w,e,s,s,w,?,?,w,o,p,n,n,?
e,?,s,w,?,l,f,c,b,w,?,s,s,w,w,p,w,o,p,k,s,m
p,b,y,b,t,n,?,c,?,g,e,s,?,w,w,p,w,t,p,r,v,m
e,x,s,w,t,l,f,c,b,k,e,?,?,w,w,p,w,o,p,?,n,m
e,b,y,y,t,l,f,?,b,w,?,s,s,w,w,p,w,o,p,?,n,m
e,b,s,y,t,l,f,c,b,w,e,s,?,w,w,p,w,o,p,?,n,m
e,x,s,y,t,l,f,c,b,w,e,s,s,w,w,p,w,o,p,n,n,m
e,x,?,w,t,l,f,?,b,n,e,s,?,w,w,p,?,o,p,n,s,m
e,f,y,p,t,n,?,c,b,w,e,s,?,w,e,?,w,t,?,w,c,w
e,?,s,p,?,n,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w
e,k,s,b,t,n,f,c,b,w,e,s,?,w,e,p,w,t,e,w,c,?
e,f,s,b,t,?,f,c,?,?,e,s,s,w,w,p,w,t,e,w,c,w
e,x,s,n,t,n,f,c,?,e,e,?,s,w,?,?,w,t,e,w,c,w
e,?,s,b,t,n,f,c,b,w,e,s,s,e,e,p,w,t,?,w,c,w
e,x,?,e,t,?,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w
e,k,y,n,t,n,f,?,b,e,e,s,s,e,w,p,w,t,?,?,c,w
e,x,y,e,?,n,f,c,?,w,e,s,s,w,e,p,w,t,?,?,c,w
e,x,y,?,t,n,f,c,b,?,e,s,s,w,w,p,w,t,e,w,c,w
e,?,?,b,t,n,f,c,b,w,e,s,s,?,e,p,w,t,e,w,c,w
e,x,s,e,t,?,f,c,b,w,e,s,s,w,w,p,w,t,e,w,c,w
e,x,y,b,t,n,f,c,?,w,e,s,s,w,e,p,w,t,e,w,?,w
e,k,s,e,t,n,f,?,b,?,e,s,s,w,e,p,w,t,e,w,c,w
e,x,y,p,t,n,f,c,b,e,e,s,s,e,e,p,w,t,e,w,?,w
e,k,y,b,t,n,f,c,b,w,e,s,s,e,e,p,w,t,e,w,?,w
e,f,y,n,t,n,f,c,b,w,e,s,s,e,e,p,w,t,e,w,?,w
e,f,y,n,t,n,f,c,b,w,e,s,s,?,e,p,w,t,e,w,c,w
e,f,y,b,t,n,f,c,b,?,e,s,s,e,w,p,w,t,e,w,c,w
e,s,?,g,?,n,f,c,n,k,e,s,?,w,w,p,w,o,p,k,v,u
e,?,f,?,f,n,f,c,n,n,e,s,s,w,w,p,w,o,p,n,y,u
p,x,y,w,t,p,f,c,n,p,e,s,s,w,w,p,?,o,p,n,v,u
p,x,y,w,?,p,f,c,n,k,e,s,s,w,w,p,w,?,p,k,?,u
e,?,f,g,f,n,f,c,n,g,e,s,s,w,?,p,w,o,p,k,y,u
e,s,f,n,f,n,f,c,n,k,?,s,s,w,w,p,w,o,?,?,?,u
e,x,f,n,f,n,f,c,n,k,e,s,s,?,w,?,w,o,p,k,v,u
e,x,?,n,f,n,f,c,n,?,e,s,s,w,w,p,w,?,p,n,?,u
e,f,f,n,f,n,f,c,n,n,e,s,s,w,w,p,?,?,?,k,?,u
p,x,y,w,t,p,f,c,n,w,e,s,s,?,w,?,w,o,p,k,v,?
p,x,y,w,t,p,f,c,n,w,?,s,s,w,w,p,w,o,p,k,s,u
p,x,s,n,t,p,f,c,n,n,e,s,s,w,w,p,w,?,p,n,?,u
e,x,f,g,f,n,f,c,n,p,e,s,s,w,w,p,w,?,p,n,?,u
p,f,y,w,t,?,f,c,n,p,e,s,s,w,?,p,w,o,p,k,?,u
p,f,y,n,t,p,f,c,?,n,e,s,?,w,?,p,w,o,p,k,v,u
p,f,s,w,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,n,?,u
p,x,s,w,t,p,f,c,n,w,e,s,s,?,w,p,w,o,?,n,s,u
p,f,s,n,t,p,f,c,n,w,e,s,s,w,w,p,w,o,?,k,s,u
p,f,s,w,t,?,f,c,n,p,e,s,s,w,w,p,w,o,p,?,s,u
p,f,y,n,t,?,?,c,n,w,e,s,s,w,w,p,w,o,p,n,s,u
p,f,y,w,?,p,f,c,n,w,e,s,s,w,w,p,w,?,p,k,v,u
p,f,s,n,t,?,f,c,n,n,e,s,s,w,w,p,w,o,p,n,v,u
p,x,s,g,t,f,f,c,b,w,t,s,f,w,?,p,w,?,p,h,s,u
p,x,s,w,?,?,f,c,b,h,t,f,f,w,w,p,w,o,p,h,s,u
p,f,s,g,t,f,f,c,b,p,t,s,f,w,w,p,w,o,p,h,s,u
p,?,s,?,t,f,f,c,b,w,?,s,f,w,?,p,w,o,p,h,v,u
p,x,s,w,t,f,f,c,?,w,t,?,s,w,w,p,w,o,p,h,v,u
p,x,s,g,t,?,f,c,b,w,t,?,f,w,w,p,w,o,p,?,v,u
p,f,s,?,t,f,f,c,b,w,t,?,f,?,w,p,w,o,p,h,v,u
p,?,s,w,t,f,f,?,b,p,t,f,s,w,w,?,w,?,p,h,v,u
p,f,s,w,t,f,f,c,b,p,?,s,s,w,w,p,w,o,?,h,v,u
p,f,s,?,t,f,f,?,b,p,t,s,s,w,w,p,w,o,p,h,s,u
p,x,s,g,t,f,f,c,b,p,t,s,s,w,?,p,w,o,p,h,s,u
p,f,s,w,t,f,?,c,b,h,t,s,s,w,w,p,w,o,p,h,v,u
p,f,s,g,t,f,f,c,b,p,t,f,s,w,?,p,w,o,p,?,s,u
p,f,s,w,t,f,f,c,b,p,t,s,s,w,w,p,w,o,p,h,s,u
e,b,y,y,t,a,f,c,b,g,e,s,s,w,w,p,w,o,p,n,n,g
e,b,?,w,t,a,f,c,b,?,e,s,s,?,w,p,?,o,p,n,n,g
e,x,y,y,t,l,?,c,b,n,e,s,y,w,w,p,w,o,p,k,y,g
e,f,y,y,t,a,f,c,b,w,e,s,y,w,w,p,w,?,p,n,s,g
e,b,s,?,t,a,f,c,b,k,e,s,s,w,w,?,w,o,p,n,n,g
e,b,y,y,t,l,f,c,b,g,e,s,s,w,w,p,w,o,p,k,s,g
e,b,y,y,t,a,?,c,b,w,e,s,s,w,w,p,w,o,p,n,s,?
e,b,s,w,t,l,f,c,?,n,e,s,s,w,w,?,?,o,p,k,s,g
e,f,?,g,f,n,f,w,b,?,t,?,f,w,w,p,w,o,e,k,s,g
e,b,s,y,t,a,f,?,?,g,?,s,s,w,w,p,w,o,p,n,s,g
e,b,s,w,t,a,f,c,b,w,e,s,s,?,?,p,w,?,p,k,s,g
e,x,s,g,f,n,f,w,b,k,t,s,s,w,w,p,w,o,e,n,?,g
e,b,?,w,t,?,f,c,b,n,e,s,s,w,w,p,w,o,p,k,n,g
e,?,y,w,?,l,f,c,b,?,e,s,s,w,w,p,w,o,p,k,s,g
e,x,y,n,t,a,f,c,?,p,e,s,y,w,w,p,w,?,p,?,s,g
e,x,s,y,t,l,f,c,b,g,e,s,s,w,w,p,w,o,p,n,s,g
e,x,y,w,t,a,?,c,b,w,e,s,s,w,w,p,w,?,p,?,n,g
